HGNC.symbol	MGI.symbol
1020	ZNF34	Zfp943
1021	ZNF34	Zfp947
1022	ZNF34	Zfp994
1023	ZNF34	Gm7072
1024	ZNF34	Zfp944
1025	ZNF34	Zfp946
1026	ZNF34	Zfp945
1027	LIF	Lif
1028	ZNF555	Zfp78
1029	RAB26	Rab26
1030	SOX2	Sox2
1031	TNFRSF11B	Tnfrsf11b
1032	HIVEP1	Hivep1
1033	TEDC2	Tedc2
1034	IL17RB	Il17rb
1035	ZNF554	Zfp78
1036	SLC23A1	Slc23a1
1037	DLL1	Dll1
1038	TXNDC5	Txndc5
1039	ZNF292	Zfp292
1040	DCP1A	Dcp1a
1041	IL15RA	Il15ra
1042	TCIM	Tcim
1043	SEMA3A	Sema3a
1044	ECM2	Ecm2
1045	CD83	Cd83
1046	NCOA7	Ncoa7
1047	FOXQ1	Foxq1
1048	SOSTDC1	Sostdc1
1049	BEST1	Best1
1050	LDLR	Ldlr
1051	RAET1E	Raet1e
1052	RAET1E	Raet1d
1053	TWIST1	Twist1
1054	HS3ST6	Hs3st6
1055	FBXO32	Fbxo32
1056	CPA4	Cpa4
1057	PLA2G4C	Pla2g4c
1058	PTPRH	Ptprh
1059	ARL5B	Arl5b
1060	PCDH1	Pcdh1
1061	PRODH	Prodh
1062	GAL3ST1	Gal3st1
1063	NPW	Npw
1064	NPC1L1	Npc1l1
1065	NCALD	Ncald
1066	LSMEM1	Lsmem1
1067	HDAC9	Hdac9
1068	RBM48	Rbm48
1069	SLCO5A1	Slco5a1
1070	KCNV1	Kcnv1
1071	PLAU	Plau
1072	ROM1	Rom1
1073	CDH17	Cdh17
1074	HBP1	Hbp1
1075	ICAM5	Icam5
1076	LAMA2	Lama2
1077	VWA5B2	Vwa5b2
1078	SERPINB9	Serpinb9
1079	SERPINB9	Serpinb9b
1080	SERPINB9	Serpinb9c
1081	SERPINB9	Serpinb9d
1082	SERPINB9	Serpinb9e
1083	SERPINB9	Serpinb9f
1084	SERPINB9	Serpinb9h
1085	SERPINB9	Serpinb9g
1086	SDF2L1	Sdf2l1
1087	TAF1D	Taf1d
1088	SHFL	Shfl
1089	ENHO	Enho
1090	AQP3	Aqp3
1091	B3GNT5	B3gnt5
1092	C6orf58	2310057J18Rik
1093	ICAM1	Icam1
1094	ZUP1	Zup1
1095	IL11	Il11
1096	ICAM4	Icam4
1097	ANXA13	Anxa13
1098	DACT2	Dact2
1099	GMPR	Gmpr
1100	ANKRD49	Ankrd49
1101	THAP1	Thap1
1102	LAMA4	Lama4
1103	GEM	Gem
1104	ID4	Id4
1105	BACH2	Bach2
1106	STRIP2	Strip2
1107	XKR9	Xkr9
1108	NFIL3	Nfil3
1109	PODXL	Podxl
1110	MCM10	Mcm10
1111	CCDC74B	Ccdc74a
1112	SKIL	Skil
1113	HES1	Hes1
1114	ZC3H4	Zc3h4
1115	C9orf116	1700007K13Rik
1116	DIPK1B	Dipk1b
1117	PACSIN1	Pacsin1
1118	PLEKHG2	Plekhg2
1119	PHLDB2	Phldb2
1120	EPHB3	Ephb3
1121	LOX	Lox
1122	FGB	Fgb
1123	GFPT2	Gfpt2
1124	SLC52A1	Slc52a2
1125	MYPN	Mypn
1126	NIPAL4	Nipal4
1127	NR4A3	Nr4a3
1128	CAVIN4	Cavin4
1129	ABHD1	Abhd1
1130	BCAM	Bcam
1131	DTX3L	Dtx3l
1132	AMBP	Ambp
1133	CAVIN2	Cavin2
1134	CD200R1	Cd200r1
1135	CD200R1	Cd200r4
1136	CD200R1	Cd200r2
1137	CD200R1	Cd200r3
1138	KCNQ3	Kcnq3
1139	CEACAM1	Ceacam10
1140	CEACAM1	Ceacam1
1141	CEACAM1	Ceacam2
1142	INO80D	Ino80d
1143	MCTP1	Mctp1
1144	KLF4	Klf4
1145	C2orf66	Gm34066
1146	SERTAD2	Sertad2
1147	BCL3	Bcl3
1148	CRYBG1	Crybg1
1149	SHOX2	Shox2
1150	MRNIP	Mrnip
1151	APOL2	Apol7a
1152	APOL2	Apol9a
1153	APOL2	Apol7b
1154	APOL2	Apol10a
1155	APOL2	Apol11a
1156	APOL2	Apol7c
1157	APOL2	Apol10b
1158	APOL2	Apol11b
1159	APOL2	Apol7e
1160	APOL2	Apol9b
1161	APOL2	Apol8
1162	FGF12	Fgf12
1163	SIX4	Six4
1164	ANXA10	Anxa10
1165	GALNT12	Galnt12
1166	CEP85L	Cep85l
1167	GDF15	Gdf15
1168	MB	Mb
1169	P4HA1	P4ha1
1170	HSH2D	Hsh2d
1171	PLA1A	Pla1a
1172	NEURL3	Neurl3
1173	LY6K	Ly6k
1174	CLMP	Clmp
1175	APOL4	Apol7a
1176	APOL4	Apol9a
1177	APOL4	Apol7b
1178	APOL4	Apol10a
1179	APOL4	Apol11a
1180	APOL4	Apol7c
1181	APOL4	Apol10b
1182	APOL4	Apol11b
1183	APOL4	Apol7e
1184	APOL4	Apol9b
1185	APOL4	Apol8
1186	NRGN	Nrgn
1187	ZFP36	Zfp36
1188	LGALS4	Lgals4
1189	MB21D2	Mb21d2
1190	IL10RA	Il10ra
1191	SMIM32	Gm45623
1192	ARC	Arc
1193	CHTF18	Chtf18
1194	PIM1	Pim1
1195	ARRDC3	Arrdc3
1196	ESRRB	Esrrb
1197	ZC3HAV1	Zc3hav1
1198	TIPARP	Tiparp
1199	ZC3H12B	Zc3h12b
1200	CCER2	Ccer2
1201	FGF18	Fgf18
1202	AOX1	Aox1
1203	PRR15	Prr15
1204	MROH6	Mroh6
1205	MICB	Mill1
1206	MICB	Mill2
1207	RAB39B	Rab39b
1208	RASGRF2	Rasgrf2
1209	TEX15	Tex15
1210	PDCD1LG2	Pdcd1lg2
1211	DDO	Ddo
1212	SLA	Sla
1213	LIPG	Lipg
1214	ZNF219	Zfp219
1215	NFE2L3	Nfe2l3
1216	ROS1	Ros1
1217	SPOCK1	Spock1
1218	CCBE1	Ccbe1
1219	SAMD4A	Samd4
1220	RELB	Relb
1221	ST3GAL1	St3gal1
1222	TNIP3	Tnip3
1223	POU2F2	Pou2f2
1224	GCKR	Gckr
1225	TRIM14	Trim14
1226	ETV3	Etv3
1227	NTNG2	Ntng2
1228	DDC	Ddc
1229	PNPT1	Pnpt1
1230	KLHL3	Klhl3
1231	RNF208	Rnf208
1232	CSF2	Csf2
1233	ERAP1	Erap1
1234	HERC6	Herc6
1235	IRF1	Irf1
1236	TNC	Tnc
1237	TMEM154	Tmem154
1238	N4BP3	N4bp3
1239	PGLYRP2	Pglyrp2
1240	ATOH8	Atoh8
1241	ARG2	Arg2
1242	ADRB2	Adrb2
1243	NEURL1B	Neurl1b
1244	MAFF	Maff
1245	SPACA9	Spaca9
1246	FAM43A	Fam43a
1247	TRPC4	Trpc4
1248	REL	Rel
1249	STC2	Stc2
1250	P4HA2	P4ha2
1251	GIPR	Gipr
1252	MEX3C	Mex3c
1253	UBASH3A	Ubash3a
1254	GK	Gk
1255	CNTNAP2	Cntnap2
1256	ELL	Ell
1257	TRIM36	Trim36
1258	DCLK1	Dclk1
1259	SNRNP25	Snrnp25
1260	CYTH4	Cyth4
1261	NEDD4L	Nedd4l
1262	DRD1	Drd1
1263	PARP12	Parp12
1264	CBWD6	Cbwd1
1265	CLK1	Clk1
1266	TBC1D22B	Tbc1d22b
1267	KLF7	Klf7
1268	CBLN2	Cbln2
1269	COL13A1	Col13a1
1270	TRMT9B	Trmt9b
1271	TDRD7	Tdrd7
1272	BTN3A1	Gm36028
1273	HYOU1	Hyou1
1274	COL15A1	Col15a1
1275	SRFBP1	Srfbp1
1276	TM4SF4	Tm4sf4
1277	FGG	Fgg
1278	FGA	Fga
1279	FGFR3	Fgfr3
1280	FOSB	Fosb
1281	ABCA1	Abca1
1282	SEMA4A	Sema4a
1283	ZNF627	Zfp872
1284	ZNF627	Gm20422
1285	OTUD1	Otud1
1286	TCAF2	Tcaf2
1287	KLF9	Klf9
1288	PDZD3	Pdzd3
1289	RECQL4	Recql4
1290	ADCY5	Adcy5
1291	NR1I2	Nr1i2
1292	TERT	Tert
1293	CREBRF	Crebrf
1294	SIDT1	Sidt1
1295	KDM7A	Kdm7a
1296	CCN4	Ccn4
1297	GPX2	Gpx2
1298	PTGER2	Ptger2
1299	KIAA1217	Etl4
1300	FSD1L	Fsd1l
1301	H2AX	H2ax
1302	CCNL1	Ccnl1
1303	CENPA	Cenpa
1304	ETS1	Ets1
1305	IL1RAP	Il1rap
1306	KCNN1	Kcnn1
1307	MBIP	Mbip
1308	PNN	Pnn
1309	NT5C3A	Nt5c3
1310	C9orf152	D630039A03Rik
1311	SSTR5	Sstr5
1312	SLC5A5	Slc5a5
1313	BMPER	Bmper
1314	PRDM1	Prdm1
1315	SERTAD3	Sertad3
1316	CA9	Car9
1317	PINLYP	Pinlyp
1318	ARL14	Arl14
1319	IL12A	Il12a
1320	OLFML3	Olfml3
1321	METTL7A	Mettl7a1
1322	METTL7A	Mettl7a3
1323	METTL7A	Methig1
1324	METTL7A	Mettl7a2
1325	GOLGA6C	Golga2
1326	ADM2	Adm2
1327	MYO1A	Myo1a
1328	PPTC7	Pptc7
1329	MAP2	Map2
1330	CX3CL1	Cx3cl1
1331	EFNA3	Efna3
1332	GOLGA7B	Golga7b
1333	HLA-DMA	H2-DMa
1334	PKP1	Pkp1
1335	HDX	Hdx
1336	NLRC5	Nlrc5
1337	DIO2	Dio2
1338	ARRDC4	Arrdc4
1339	FILIP1L	Filip1l
1340	HOXB13	Hoxb13
1341	C3orf38	4930453N24Rik
1342	TRIM25	Trim25
1343	DBP	Dbp
1344	PRODH2	Prodh2
1345	CCND3	Ccnd3
1346	CRTAC1	Crtac1
1347	H2AW	H2aw
1348	VAMP2	Vamp2
1349	JUNB	Junb
1350	RSRC2	Rsrc2
1351	SERPINB4	Serpinb3a
1352	SERPINB4	Serpinb3d
1353	SERPINB4	Serpinb3b
1354	SERPINB4	Serpinb3c
1355	NT5M	Nt5m
1356	CRB3	Crb3
1357	ZNF654	Zfp654
1358	ALDH1L2	Aldh1l2
1359	DUOX1	Duox1
1360	UBQLNL	Ubqlnl
1361	BDKRB2	Bdkrb2
1362	TJP3	Tjp3
1363	CRIP3	Crip3
1364	SERPINB2	Serpinb2
1365	GPR3	Gpr3
1366	ZNF143	Zfp143
1367	FOXD2	Foxd2
1368	KIAA1549L	D430041D05Rik
1369	DIRAS1	Diras1
1370	TSC22D3	Tsc22d3
1371	ABCG5	Abcg5
1372	TUBB4A	Tubb4a
1373	MARCHF4	Marchf4
1374	ZEB2	Zeb2
1375	FBXO2	Fbxo2
1376	CYP4F12	Cyp4a30b
1377	CYP4F12	Cyp4a10
1378	CYP4F12	Cyp4a31
1379	CYP4F12	Cyp4a32
1380	HPDL	Hpdl
1381	EDN2	Edn2
1382	TLR6	Tlr6
1383	CIART	Ciart
1384	SLC26A1	Slc26a1
1385	C21orf58	2610028H24Rik
1386	GPBP1	Gpbp1
1387	GPBP1	Gm49496
1388	PIK3R3	Gm49337
1389	PIK3R3	Pik3r3
1390	ZMAT1	Zmat1
1391	GLIPR1	Glipr1
1392	CRYM	Crym
1393	CYP27A1	Cyp27a1
1394	GNRH1	Gnrh1
1395	MTHFD2	Mthfd2
1396	NPFF	Npff
1397	RAPGEF4	Rapgef4
1398	HAND1	Hand1
1399	CCL20	Ccl20
1400	GPR162	Gpr162
1401	BCAT1	Bcat1
1402	H2BC18	H2bc18
1403	TREM1	Trem1
1404	SELPLG	Selplg
1405	ACKR4	Ackr4
1406	KDM6B	Kdm6b
1407	CLEC4E	Clec4e
1408	KCNJ11	Kcnj11
1409	CD82	Cd82
1410	SERPINE2	Serpine2
1411	IER3	Ier3
1412	BCL2A1	Bcl2a1d
1413	BCL2A1	Bcl2a1a
1414	BCL2A1	Bcl2a1b
1415	BCL2A1	Gm29094
1416	BCL2A1	Bcl2a1c
1417	HOXD11	Hoxd11
1418	SLC6A15	Slc6a15
1419	GALM	Galm
1420	CDKN2C	Cdkn2c
1421	AEBP2	Aebp2
1422	CCL22	Ccl22
1423	CYLD	Cyld
1424	NCF2	Ncf2
1425	PLOD2	Plod2
1426	KRT15	Krt15
1427	RASD1	Rasd1
1428	ANKRD12	Ankrd12
1429	NFKBID	Nfkbid
1430	DEPP1	Depp1
1431	SERPINA6	Serpina6
1432	ANKS4B	Anks4b
1433	PHF21B	Phf21b
1434	BEX2	Bex2
1435	BEX2	Bex1
1436	SP110	Sp110
1437	LINS1	Lins1
1438	SLC17A8	Slc17a8
1439	ADAT3	Adat3
1440	ADAT3	Gm49322
1441	ZBTB43	Zbtb43
1442	FOXN2	Foxn2
1443	LAP3	Lap3
1444	SPRY2	Spry2
1445	SPX	Spx
1446	TNFAIP2	Tnfaip2
1447	NR4A1	Nr4a1
1448	FLT3LG	Flt3l
1449	PHF11	Phf11a
1450	PHF11	Phf11b
1451	PHF11	Phf11d
1452	PHF11	Phf11c
1453	CDK5R2	Cdk5r2
1454	GUCA1B	Guca1b
1455	SEMA6B	Sema6b
1456	VMO1	Vmo1
1457	SH2B3	Sh2b3
1458	LRP2	Lrp2
1459	PROM1	Prom1
1460	PIGR	Pigr
1461	TRANK1	Trank1
1462	ARHGAP30	Arhgap30
1463	A4GALT	A4galt
1464	PLEKHH3	Plekhh3
1465	NPR1	Npr1
1466	CTH	Cth
1467	SP8	Sp8
1468	RDM1	Rdm1
1469	ADH6	Adh6b
1470	IGFN1	Igfn1
1471	ENTPD7	Entpd7
1472	FST	Fst
1473	NKX3-1	Nkx3-1
1474	HK2	Hk2
1475	RASGEF1B	Rasgef1b
1476	SPOCD1	Spocd1
1477	PPP1R10	Ppp1r10
1478	MMP28	Mmp28
1479	GBX2	Gbx2
1480	CLDN2	Cldn2
1481	NUAK2	Nuak2
1482	CHIC2	Chic2
1483	PRR15L	Prr15l
1484	AMOTL2	Amotl2
1485	MKRN3	Mkrn3
1486	PROCA1	Proca1
1487	PCF11	Pcf11
1488	PRG4	Prg4
1489	SERPINB8	Serpinb8
1490	NTS	Nts
1491	DCHS1	Dchs1
1492	SLC26A9	Slc26a9
1493	ZNF830	Zfp830
1494	NLRP1	Nlrp1a
1495	NLRP1	Nlrp1b
1496	USH1C	Ush1c
1497	EPHA4	Epha4
1498	SLFN5	Slfn5
1499	DUOX2	Duox2
1500	CSF3	Csf3
1501	VDR	Vdr
1502	RERG	Rerg
1503	C11orf91	A930018P22Rik
1504	ZNF280B	Zfp280b
1505	HSPB8	Hspb8
1506	KLHDC7B	Klhdc7b
1507	PER3	Per3
1508	EFNA1	Efna1
1509	DPEP1	Dpep1
1510	ZBTB6	Zbtb6
1511	WRAP53	Wrap53
1512	SAA4	Saa4
1513	NECAB2	Necab2
1514	SLC3A1	Slc3a1
1515	KLK10	Klk10
1516	PPP1R15B	Ppp1r15b
1517	INTS6	Ints6
1518	FFAR2	Ffar2
1519	SERPINB7	Serpinb7
1520	IL23A	Il23a
1521	C1R	C1ra
1522	C1R	C1rb
1523	NEIL1	Neil1
1524	THEG	Theg
1525	CHST11	Chst11
1526	TAP1	Tap1
1527	TET3	Tet3
1528	ARRB1	Arrb1
1529	OXTR	Oxtr
1530	F3	F3
1531	LMO2	Lmo2
1532	IL20RB	Il20rb
1533	HABP2	Habp2
1534	TPPP3	Tppp3
1535	MYOD1	Myod1
1536	C5	Hc
1537	SERPINF2	Serpinf2
1538	BCL2L14	Bcl2l14
1539	KRT4	Krt4
1540	ST6GAL2	St6gal2
1541	PML	Pml
1542	CEMIP	Cemip
1543	ZBTB21	Zbtb21
1544	SERPINA10	Serpina10
1545	PHLDA1	Phlda1
1546	CORO2B	Coro2b
1547	USP18	Usp18
1548	MCM5	Mcm5
1549	NIPAL1	Nipal1
1550	SEMA7A	Sema7a
1551	XDH	Xdh
1552	CNTN4	Cntn4
1553	GREM1	Grem1
1554	DLX2	Dlx2
1555	HR	Hr
1556	MREG	Mreg
1557	PPM1E	Ppm1e
1558	C12orf50	1700017N19Rik
1559	VCAM1	Vcam1
1560	PTGS2	Ptgs2
1561	C11orf96	Gm13889
1562	CRISPLD2	Crispld2
1563	ANK2	Ank2
1564	C15orf48	AA467197
1565	TRIM5	Trim5
1566	TRIM5	Trim12a
1567	TRIM5	Trim12c
1568	TRIM5	Trim30b
1569	TRIM5	Trim30c
1570	TRIM5	Trim30a
1571	TRIM5	Trim30d
1572	ZNF77	BC025920
1573	PDE4B	Pde4b
1574	RASSF5	Rassf5
1575	KRT8	Krt8
1576	LST1	Lst1
1577	CSF1	Csf1
1578	EFCAB12	Efcab12
1579	ISG20	Isg20
1580	FOXD3	Foxd3
1581	CHST13	Chst13
1582	SYT1	Syt1
1583	LCP1	Lcp1
1584	CD38	Cd38
1585	GAS2L3	Gas2l3
1586	HLA-DMB	H2-DMb2
1587	HLA-DMB	H2-DMb1
1588	PLSCR1	Plscr1
1589	PLSCR1	Plscr2
1590	PLSCR1	1700057G04Rik
1591	PPP4R4	Ppp4r4
1592	ARID3B	Arid3b
1593	PARP8	Parp8
1594	IQCC	Iqcc
1595	TAF7L	Taf7l
1596	TAF7L	Taf7l2
1597	NDUFA4L2	Ndufa4l2
1598	NOD2	Nod2
1599	HSD17B1	Hsd17b1
1600	E2F2	E2f2
1601	OAS3	Oas3
1602	TMEM156	Tmem156
1603	DHCR24	Dhcr24
1604	NAV3	Nav3
1605	SCUBE2	Scube2
1606	TM6SF1	Tm6sf1
1607	NSRP1	Nsrp1
1608	SERPINB3	Serpinb3a
1609	SERPINB3	Serpinb3d
1610	SERPINB3	Serpinb3b
1611	SERPINB3	Serpinb3c
1612	EIF2AK2	Eif2ak2
1613	NIBAN1	Niban1
1614	CDCA7L	Cdca7l
1615	VIL1	Vil1
1616	RTN4RL1	Rtn4rl1
1617	CCNT1	Ccnt1
1618	KLHDC7A	Klhdc7a
1619	C3	C3
1620	EPS8L3	Eps8l3
1621	WARS1	Wars
1622	RIBC2	Ribc2
1623	TMCC3	Tmcc3
1624	HRH1	Hrh1
1625	SYNGR4	Syngr4
1626	PIK3AP1	Pik3ap1
1627	NFKBIZ	Nfkbiz
1628	PER2	Per2
1629	PRDM16	Prdm16
1630	NGFR	Ngfr
1631	HSD17B8	H2-Ke6
1632	TANK	Tank
1633	COL2A1	Col2a1
1634	FUZ	Fuz
1635	RNASEK	Gm21988
1636	RNASEK	Rnasek
1637	FOXC2	Foxc2
1638	RET	Ret
1639	ISG15	Isg15
1640	BCL10	Bcl10
1641	RND1	Rnd1
1642	ZNF34	Zfp990
1643	ZNF34	Zfp980
1644	ZNF34	Zfp986
1645	ZNF34	Zfp987
1646	ZNF34	Zfp992
1647	ZNF34	Zfp981
1648	ZNF34	Zfp993
1649	ZNF34	Gm21411
1650	ZNF34	Zfp989
1651	ZNF34	Rex2
1652	ZNF34	Zfp991
1653	ZNF34	Zfp988
1654	ZNF34	Zfp978
1655	ZNF34	Zfp985
1656	ZNF34	Zfp979
1657	ZNF34	Zfp534
1658	ZNF34	Zfp984
1659	OLFML2A	Olfml2a
1660	ACAN	Acan
1661	NAV2	Nav2
1662	REC8	Rec8
1663	LAMC2	Lamc2
1664	CCDC113	Ccdc113
1665	KSR2	Ksr2
1666	FYB2	Fyb2
1667	MDM4	Mdm4
1668	CRY1	Cry1
1669	GBP2	Gbp2b
1670	GBP2	Gbp2
1671	DUOXA2	Duoxa2
1672	CDH3	Cdh3
1673	KLRC2	Clec2m
1674	KLRC2	Klre1
1675	KLRC2	Klri1
1676	KLRC2	Klri2
1677	KLRC2	Klrh1
1678	TMEM37	Tmem37
1679	PER1	Per1
1680	NECAP1	Necap1
1681	FZD4	Fzd4
1682	ADAMTS6	Adamts6
1683	LTB	Ltb
1684	USP43	Usp43
1685	ZNF821	Zfp821
1686	CELF1	Celf1
1687	IKZF3	Ikzf3
1688	C17orf97	1700016K19Rik
1689	INHBE	Inhbe
1690	TAP2	Tap2
1691	NRIP3	Nrip3
1692	OAS1	Oas1e
1693	OAS1	Oas1c
1694	OAS1	Oas1b
1695	OAS1	Oas1f
1696	OAS1	Oas1h
1697	OAS1	Oas1g
1698	OAS1	Oas1a
1699	OAS1	Oas1d
1700	ZNF436	Zfp46
1701	NRG4	Nrg4
1702	UBE2L6	Ube2l6
1703	EPM2AIP1	Epm2aip1
1704	NMI	Nmi
1705	LACC1	Lacc1
1706	KIF21B	Kif21b
1707	CRTC2	Crtc2
1708	MYSM1	Mysm1
1709	EMP1	Emp1
1710	HNRNPU	Hnrnpu
1711	BIK	Bik
1712	NLRP3	Nlrp3
1713	IFI35	Ifi35
1714	DEPDC7	Depdc7
1715	ATP6V1G2	Atp6v1g2
1716	ANXA9	Anxa9
1717	IL4I1	Il4i1
1718	DEGS2	Degs2
1719	PADI2	Padi2
1720	HS3ST3B1	Hs3st3b1
1721	KRT19	Krt19
1722	AMPD3	Ampd3
1723	SLC16A14	Slc16a14
1724	RBM11	Rbm11
1725	B2M	B2m
1726	IER2	Ier2
1727	SNIP1	Snip1
1728	ANTXR2	Antxr2
1729	ZNF697	Zfp697
1730	RLF	Rlf
1731	MCL1	Mcl1
1732	PDF	Pdf
1733	ARNTL2	Arntl2
1734	SCN3A	Scn3a
1735	TNFSF14	Tnfsf14
1736	MIER1	Mier1
1737	TNFAIP6	Tnfaip6
1738	VWA1	Vwa1
1739	DSEL	Dsel
1740	SDS	Sds
1741	C1S	C1s1
1742	C1S	C1s2
1743	FUT1	Fut1
1744	FLCN	Flcn
1745	CYP1B1	Cyp1b1
1746	TM4SF20	Tm4sf20
1747	SORCS2	Sorcs2
1748	XRN1	Xrn1
1749	ANPEP	Anpep
1750	DPP4	Dpp4
1751	MAST4	Mast4
1752	CCDC73	Ccdc73
1753	RBM43	Rbm43
1754	P2RX5-TAX1BP3	P2rx5
1755	RUNX2	Runx2
1756	TNFRSF9	Tnfrsf9
1757	TLX2	Tlx2
1758	DOK4	Dok4
1759	BTC	Btc
1760	NEDD4	Nedd4
1761	ZC3H12C	Zc3h12c
1762	OLR1	Olr1
1763	IFFO1	Iffo1
1764	CHST2	Chst2
1765	KLK14	Klk14
1766	RTL9	Rtl9
1767	COL17A1	Col17a1
1768	SEMA4G	Sema4g
1769	CIDEC	Cidec
1770	TRIM21	Trim21
1771	EPN3	Epn3
1772	ZBTB32	Zbtb32
1773	KMO	Kmo
1774	MPIG6B	Mpig6b
1775	CCDC34	Ccdc34
1776	CKMT1B	Ckmt1
1777	FAM222A	Fam222a
1778	CLTRN	Cltrn
1779	SBSN	Sbsn
1780	CCDC81	Ccdc81
1781	SELENBP1	Selenbp2
1782	SELENBP1	Selenbp1
1783	FAP	Fap
1784	SALL1	Sall1
1785	TXNIP	Txnip
1786	KIT	Kit
1787	CD69	Cd69
1788	CHAC1	Chac1
1789	CLEC4A	Clec4a1
1790	SELE	Sele
1791	IRAK2	Irak2
1792	ADSS1	Adssl1
1793	SCG5	Scg5
1794	NT5E	Nt5e
1795	GPAT3	Gpat3
1796	TRAF1	Traf1
1797	KRT17	Krt17
1798	CDH16	Cdh16
1799	CYP1A1	Cyp1a1
1800	EXPH5	Exph5
1801	SCARA5	Scara5
1802	ARHGEF16	Arhgef16
1803	THBS1	Thbs1
1804	CHD2	Chd2
1805	HOGA1	Hoga1
1806	CTSS	Ctss
1807	ABCC6	Abcc6
1808	CXCL9	Cxcl9
1809	DUSP5	Dusp5
1810	KIF6	Kif6
1811	SNORA3A	Gm24698
1812	SNORA3A	Snora3
1813	RADIL	Radil
1814	SNORA28	Snora28
1815	HRH3	Hrh3
1816	SNORD97	Gm23262
1817	ZBP1	Zbp1
1818	ARHGAP40	Arhgap40
1819	SAMHD1	Samhd1
1820	LLGL2	Llgl2
1821	IFITM10	Ifitm10
1822	VGF	Vgf
1823	PROX1	Prox1
1824	RBMS3	Rbms3
1825	SNORA3B	Gm24888
1826	TK1	Tk1
1827	SNORD38B	Gm22980
1828	CD300LB	Cd300lb
1829	RAB37	Rab37
1830	ZNF764	E430018J23Rik
1831	ZNF764	Zfp764
1832	IL21R	Il21r
1833	LRRC45	Lrrc45
1834	MYL9	Myl9
1835	CEBPB	Cebpb
1836	G0S2	G0s2
1837	SOX9	Sox9
1838	SOCS3	Socs3
1839	RBBP6	Rbbp6
1840	SNORA31	Gm24240
1841	RAB40B	Rab40b
1842	BCAS1	Bcas1
1843	PRR14	Prr14
1844	CCDC13	Ccdc13
1845	USPL1	Uspl1
1846	KRTAP2-3	Gm45618
1847	KRTAP2-3	Krtap5-2
1848	KRTAP2-3	Gm40460
1849	KRTAP2-3	Gm4559
1850	C1QTNF1	C1qtnf1
1851	TIMP2	Timp2
1852	HELZ2	Helz2
1853	SDC4	Sdc4
1854	GPR142	Gpr142
1855	DNAH17	Dnah17
1856	BMP2	Bmp2
1857	VPS37D	Vps37d
1858	NPTX1	Nptx1
1859	TTC21A	Ttc21a
1860	OPRL1	Oprl1
1861	SNORA50C	Gm22711
1862	SCARNA2	Scarna2
1863	MMP9	Mmp9
1864	BAHCC1	Bahcc1
1865	ITGAM	Itgam
1866	ITGAM	Gm49368
1867	SNAI1	Snai1
1868	RNF213	Rnf213
1869	SNORD15B	Snord15b
1870	TCERG1L	Tcerg1l
1871	NUPR1	Nupr1
1872	UPK3B	Upk3b
1873	TMEM158	Tmem158
1874	CCN5	Ccn5
1875	FASN	Fasn
1876	TGM2	Tgm2
1877	FGF19	Fgf15
1878	SCARNA7	Gm22009
1879	ELN	Eln
1880	CACNG4	Cacng4
1881	BIRC7	Birc7
1882	MUC5B	Muc5b
1883	SNAP25	Snap25
1884	WFDC5	Wfdc5
1885	ID1	Id1
1886	MMP24	Mmp24
1887	SNORA63	Gm26447
1888	SNORA48	Gm23343
1889	SNORA48	Gm23278
1890	SNORA48	Gm24288
1891	SNORA48	Gm25771
1892	SNORA48	Gm22315
1893	SNORA48	Gm23123
1894	SNORA48	Gm25117
1895	SNORA48	Gm24963
1896	SNORA48	Gm24130
1897	SNORA48	Gm23168
1898	SNORA48	Gm25569
1899	SNORA48	Gm23993
1900	SNORA48	Gm23339
1901	SPEF1	Spef1
1902	LMNTD2	Lmntd2
1903	SCN4A	Scn4a
1904	PCK1	Pck1
1905	CDCP1	Cdcp1
1906	KCNK2	Kcnk2
1907	ACHE	Ache
1908	PITPNC1	Pitpnc1
1909	CLDN3	Cldn3
1910	SNORD10	Gm25835
1911	IRF7	Irf7
1912	SLC16A6	Slc16a6
1913	ITGB3	Itgb3
1914	PTPRE	Ptpre
1915	SERPINE1	Serpine1
1916	ZNFX1	Znfx1
1917	LBP	Lbp
1918	SLC29A4	Slc29a4
1919	IFITM3	Ifitm2
1920	IFITM3	Ifitm1
1921	IFITM3	Ifitm3
1922	IFITM3	Ifitm6
1923	IL1B	Il1b
1924	APOH	Apoh
1925	EDARADD	Edaradd
1926	TUBAL3	Tubal3
1927	RICTOR	Rictor
1928	EGFLAM	Egflam
1929	RAD9A	Rad9a
1930	ALDH3B2	Aldh3b3
1931	ALDH3B2	Aldh3b2
1932	UNC93B1	Unc93b1
1933	CALML5	Calm4
1934	CALML5	Calm5
1935	ASXL2	Asxl2
1936	NPC1	Npc1
1937	MIB1	Mib1
1938	RARB	Rarb
1939	CLCF1	Clcf1
1940	B3GALNT2	B3galnt2
1941	OSR1	Osr1
1942	DNAJC27	Dnajc27
1943	RHOB	Rhob
1944	GATA6	Gata6
1945	UBXN2A	Ubxn2a
1946	NID1	Nid1
1947	NR1D2	Nr1d2
1948	HEY1	Hey1
1949	TGFBR3L	Tgfbr3l
1950	MMP3	Mmp3
1951	ID2	Id2
1952	RRM2	Rrm2
1953	PDK4	Pdk4
1954	MAPRE2	Mapre2
1955	SIRPB1	Gm9733
1956	SIRPB1	Sirpb1a
1957	SIRPB1	Sirpb1b
1958	IL7	Il7
1959	IRF4	Irf4
1960	CNIH2	Cnih2
